Name,SMILES
146,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)N[C@H](C([O-])=O)COC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c2c(O)c(O)ccc2
147,[O-]C(=O)[C@H]1CS[C@H](N1C)[C@H]2N=C(SC2)c3c(O)cccc3
148,c1ccc(O)c(O)c1C(=O)N[C@H]2COC(=O)[C@@H](NC(=O)c3c(O)c(O)ccc3)COC(=O)[C@H](COC2=O)NC(=O)c4c(O)c(O)ccc4
149,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)N[C@H]1CCCN(O)C(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)C)CCCN(O)C(=O)C
150,ON1CCC[C@@H](C1=O)NC(=O)[C@H](CCC[NH3+])NC(=O)[C@@H]([NH2+]C)CCCN(O)C(=O)CCNC(=O)CCNC(=O)[C@@H]([NH3+])[C@H](O)c2[nH]cnc2
151,[O-]C(=O)[C@H]([NH3+])CCCN(O)C(=O)[C@@H]([C@H](O)C)NC(=O)[C@@H]([NH3+])CCCN(O)C(=O)CCNC(=O)[C@@H]([NH3+])CCCN(O)C=O
152,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N1
153,O=C([O-])C/C(C)=C\C(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)/C=C(C)\CC([O-])=O)C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(/C)CC([O-])=O
154,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)C
155,O[C-](C)N(O)CCC[C@@H]1NC(=O)[C@@H](CCCN(O)[C-](O)C)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)[C@H](NC1=O)CCCN(O)[C-](O)C
156,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@H]1CCCN(O)C(=O)C
157,Fc(c1)ccc(O)c1\C(c2ccc(Cl)cc2)=N\CCCC(=O)OCCOC
158,OCCC(/C)=C\C(=O)N(O)CCC[C@H](C(=O)N[C@H](CO)C(=O)N[C@H]1CO)NC(=O)[C@@H](CCCN(O)C(=O)/C=C(/C)CCO)NC(=O)[C@H](NC(=O)CNC1=O)CCCN(O)C(=O)/C=C(/C)CCO
159,OCC\C(C)=C\C(=O)N(O)CCC[C@H](NC1=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)/C=C(C)/CCO)C(=O)N[C@H]1CCCN(O)C(=O)/C=C(C)/CCO
160,O=C1N[C@H](CO)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)OC[C@H](NC(=O)C/C=C/CCCCCC)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)NCC(=O)N[C@H]1C(C)C
161,O=C(C)N(O)CCC[C@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@@H](NC(=O)C/C=C\CCCCCC)COC(=O)CNC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)CNC(=O)[C@@H]([NH2+]C1)CO
162,CCC(=O)N(O)CCC[C@@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCN(O)C(=O)CC)NC(=O)[C@@H](NC(=O)C/C=C/CCCCCC)COC(=O)CNC(=O)[C@H](CCCN(O)C(=O)CC)NC(=O)CNC(=O)[C@H](C)[NH2+]C1
163,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)c(O)ccc3)CCCNC(=O)c4c(O)c(O)ccc4
164,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]([C@H](O)C)NC(=O)c2c(O)c(O)ccc2)CCCNC(=O)c3c(O)c(O)ccc3
165,CCC(=O)N(O)CCC[C@@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C(C)C)NC(=O)CNC(=O)[C@H](CCCN(O)C(=O)CC)NC(=O)[C@@H](NC(=O)C/C=C/CCCCCC)COC(=O)CNC(=O)[C@H](CCCN(O)C(=O)CC)NC(=O)CNC(=O)[C@H](C)[NH2+]C1
166,[O-]C(=O)[C@@H]([NH3+])CCCN(O)C(=O)/C=C(/C)CCCC(=O)[C@@H]([NH3+])CCCN(O)C(=O)/C=C(/C)CCO
167,OCC/C(C)=C\C(=O)N(O)CCC[C@H]([NH3+])C(=O)OCC/C(C)=C\C(=O)N(O)CCC[C@H]([NH3+])C(=O)OCC/C(C)=C\C(=O)N(O)CCC[C@@H](C([O-])=O)[NH3+]
168,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)NCC(=O)NCC(=O)N[C@H](C2=O)COC(=O)[C@H](CCCN2O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c3c(O)c(O)ccc3
169,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H](C([O-])=O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c2c(O)c(O)ccc2
170,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H](C(=O)N)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c2c(O)c(O)ccc2
171,c1ccc(O)c(O)c1C(=O)NCCC[C@@H](NC(=O)c2c(O)c(O)c(S([O-])(=O)=O)cc2)C(=O)NCC(=O)N[C@H](C3=O)CCCN3O
172,ON1CCC[C@@H](C1=O)NC(=O)CNC(=O)[C@H]([NH3+])CCCNC(=O)c2c(O)c(O)ccc2
173,OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/[C@H](O)CO
174,OC[C@H](O)/C(C)=C\C(=O)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)\CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C
175,O=C(C)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)\CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/[C@@H](O)CO
176,OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C
177,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/CCO
178,c1ccc(O)c(O)c1C(=O)NCC([O-])=O
179,ON1CCC[C@@H](C1=O)NC(=O)CNC(=O)[C@H](NC(=O)c2c(O)c(O)ccc2)CCCNC(=O)c3c(O)c(O)ccc3
180,[O-]C(=O)[C@H]([NH3+])CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@H]([NH3+])CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@H]([NH3+])CCCN(O)C(=O)/C=C(C)/CCO
181,Oc1c(O)cccc1C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)[O-])COC(=O)[C@@H](NC(=O)[C@@H](CCCC[NH3+])NC(=O)c2c(O)c(O)ccc2)COC(=O)[C@H](CO)NC(=O)[C@@H](CCCC[NH3+])NC(=O)c3c(O)c(O)ccc3
182,C1CCNN([C@H]12)C(=O)[C@@H](N(C2=O)C)CCCN(O)C(=O)[C@H](CO)NC(=O)CNC(=O)CCNC(=O)c3ccccc3O
183,ON1CCC[C@@H](C1=O)NC(=O)[C@@H]([NH2+]C)CCCN(O)C(=O)CCNC(=O)[C@H](C)NC(=O)[C@@H](CO)NC(=O)c2c(O)cccc2
184,ON1CCC[C@@H](C1=O)NC(=O)[C@@H]([NH2+]C)CCCN(O)C(=O)CCNC(=O)[C@H](C)NC(=O)[C@H](N)COC(=O)c2c(O)cccc2
185,[O-]C(=O)[C@H](C1)N1C(=O)c2c(O)cccc2
186,OC[C@H](C([O-])=O)NC(=O)c1c(O)cccc1
187,ON1CCC[C@@H](C1=O)NC(=O)[C@@H]([NH2+]C)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@@H]2N=C(OC2)c3c(O)cccc3
188,ON1CCC[C@H](C1=O)NC(=O)[C@H]([NH2+]C)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@H]2N=C(OC2)c3c(O)cccc3
189,ON1C(=O)[C@@H](CCC1)N2[C@H](C)[N@@H+](C)[C@@H](C2=O)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@H]3N=C(OC3)c4c(O)cccc4
190,ON1C(=O)[C@@H](CCC1)N2[C@H](C)[N@H+](C)[C@@H](C2=O)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@H]3N=C(OC3)c4c(O)cccc4
191,ON1C(=O)[C@@H](CCC1)N(C2(C)C)C(=O)[C@H]([N@@H+]2C)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@H]3N=C(OC3)c4c(O)cccc4
192,ON1C(=O)[C@@H](CCC1)N(C2(C)C)C(=O)[C@H]([N@H+]2C)CCCN(O)C(=O)CCNC(=O)CNC(=O)[C@H]3N=C(OC3)c4c(O)cccc4
193,[O-]C(=O)CC(=O)N(O)CCC[C@@H](NC1=O)C(=O)NCC(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](CCCN(O)C(=O)CC([O-])=O)C(=O)N[C@@H]1CCCN(O)C(=O)CC([O-])=O
194,[O-]C(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCCC)cccc4O
195,[O-]C(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCCC)cccc4O
196,[O-]C(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCCC)cccc4O
197,[O-]C(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCCC)cccc4O
198,[O-]C(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCC)cccc4O
199,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](C([O-])=O)CCCN(C=O)OC(=O)c2c(O)c(O)ccc2
200,[O-]C(=O)[C@H](CC1)[N@@H+]1C[C@H](O)[C@@H](C([O-])=O)[NH2+]CC[C@H](O)C([O-])=O
201,[O-]C(=O)[C@H](CC1)[N@H+]1C[C@H](O)[C@@H](C([O-])=O)[NH2+]CC[C@H](O)C([O-])=O
202,[O-]C(=O)[C@H](CC1)[N@@H+]1C[C@@H](O)[C@@H](C([O-])=O)[NH2+]CC[C@H](O)C([O-])=O
203,[O-]C(=O)[C@H](CC1)[N@H+]1C[C@@H](O)[C@@H](C([O-])=O)[NH2+]CC[C@H](O)C([O-])=O
204,[C@]123[C@@H]4[C@H](C)CC[C@H]2[C@@H](C)[C@H](O[C@@H]3O[C@@](OO1)(C)CC4)OCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N5O)CCCC5)CNC(=O)[C@@H](NC(=O)[C@H]6N=C(OC6)c7c(O)cccc7)CCCCN(O)C(=O)CCCCCCCCCCCCCCCC
205,ON1CCCC[C@@H](C1=O)NC(=O)[C@@H](C)[C@@H](CC)OC(=O)[C@@H](NC(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)cccc3)CCCCN(O)C(=O)/C=C\CCCCCCCCCCCCC
206,ON1CCCC[C@H](C1=O)NC(=O)[C@@H](C)[C@@H](CC)OC(=O)[C@@H](NC(=O)[C@H]2N=C(OC2)c3c(C)cccc3O)CCCCN(O)C(=O)/C=C\CCCCCCCCCCCCCCC
207,ON1CCCC[C@@H](C1=O)NC(=O)C[C@H](C)OC(=O)[C@@H](NC(=O)[C@H]2N=C(OC2)c3c(O)cccc3)CCCCN(O)C(=O)/C=C\CCCCCCCCCCCCCCC
208,ON1CCCC[C@@H](C1=O)NC(=O)C[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H]2N=C(OC2)c3c(O)cccc3)CCCCN(O)C(=O)CCCCCCCCCCCCCCCCCCC
209,c1ccc(O)c(O)c1C(=O)N[C@@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
210,c1ccc(O)c(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
211,c1ccc(O)c(O)c1C(=O)N[C@H](C[NH3+])CCCCNC(=O)c2c(O)c(O)ccc2
212,c1ccc(O)c(O)c1C(=O)NC[C@@H](NC(=O)c2c(O)c(O)ccc2)CCCCNC(=O)c3c(O)c(O)ccc3
213,c1ccc(O)c(O)c1C(=O)NC[C@@H](NC(=O)c2c(O)c(O)ccc2)CCNC(=O)c3c(O)c(O)ccc3
214,c1ccc(O)c(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2ccccc2
215,c1ccccc1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
216,c1ccc(O)c(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)cccc2
217,c1cccc(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
218,c1cccc(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)cccc2
219,Fc1cccc(O)c1C(=O)NCCCC[C@@H](CO)NC(=O)c2c(O)c(O)ccc2
220,Fc1cccc(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
221,Fc1cccc(O)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)cccc2F
222,c1cccc(F)c1C(=O)NCCCC[C@@H](CO)NC(=O)c2c(O)c(O)ccc2
223,c1cccc(F)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
224,c1cccc(F)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(F)cccc2
225,c1ccc(F)cc1C(=O)N[C@H](CO)CCCCNC(=O)c2cc(F)ccc2
226,c1cccc(Cl)c1C(=O)NCCCC[C@@H](CO)NC(=O)c2c(O)c(O)ccc2
227,c1cccc(Cl)c1C(=O)N[C@H](CO)CCCCNC(=O)c2c(O)c(O)ccc2
228,c1ccccc1\C=C\C(=O)N(O)CCCC[C@@H](C(=O)OC)NC(=O)CC(O)(C([O-])=O)CC(=O)N[C@H](C(=O)OC)CCCCN(O)C(=O)/C=C/c2ccccc2
229,c1ccccc1\C=C\C(=O)N(O)CCCC[C@@H](C([O-])=O)NC(=O)C[C@](O)(C([O-])=O)CC(=O)N[C@H](C(=O)OC)CCCCN(O)C(=O)/C=C/c2ccccc2
230,c1ccccc1\C=C\C(=O)N(O)CCCC[C@@H](C([O-])=O)NC(=O)CC(O)(C([O-])=O)CC(=O)N[C@H](C([O-])=O)CCCCN(O)C(=O)/C=C/c2ccccc2
231,CC(C)Cc(n1[O-])cnc(c1=O)CC(C)C
232,O=C(C)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C
233,CC(=O)N[C@@H]1C(=O)OCC/C(C)=C/C(=O)N(O)CCC[C@@H](NC(=O)C)C(=O)OCCC(\C)=C\C(=O)N(O)CCC[C@@H](NC(=O)C)C(=O)OCC/C(C)=C\C(=O)N(O)CCC1
234,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(OC2)c3c(O)cccc3)CCCNC(=O)c4c(O)c(O)ccc4
235,CCCCCCCC(=O)N[C@H]([C@@H](O)c1nc[nH]c1)C2=[NH+]CC[C@H](N2)C(=O)N[C@H](CCC[NH3+])C(=O)N[C@H](CO)C(=O)N[C@H](CO)C(=O)N[C@H]([C@@H](C(=O)[O-])O)C3=[NH+]CC[C@H](N3)C(=O)N[C@@H](C([O-])=O)[C@@H](O)C(=O)[O-]
236,O[C@@H]1[C@@H](CO)O[C@H]([C@H](O)[C@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@H](C([O-])=O)CO
237,c1ccc(O)c(O)c1C(=O)N[C@@H](C)C(=O)N[C@H]2[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)c3c(O)c(O)ccc3)[C@@H](C)OC(=O)[C@H]([C@@H](C)OC2=O)NC(=O)[C@H](C)NC(=O)c4c(O)c(O)ccc4
238,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C(=O)\C=C(C)\CCO)C(=C)OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCO
239,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)cccc3)CCCCNC(=O)c4c(O)c(O)ccc4
240,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]([C@H](O)C)NC(=O)c2c(O)cccc2)CCCCNC(=O)c3c(O)c(O)ccc3
241,c1cc(O)c(O)cc1C(=O)NCCC[NH2+]CCCCNC(=O)CC(O)(C([O-])=O)CC(=O)NCCCC[NH2+]CCCNC(=O)c2cc(O)c(O)cc2
242,c1cc(O)c(O)c(S([O-])(=O)=O)c1C(=O)NCCC[NH2+]CCCCNC(=O)C[C@](O)(C([O-])=O)CC(=O)NCCC[NH2+]CCCNC(=O)c2c(S([O-])(=O)=O)c(O)c(O)cc2
243,c1cc(O)c(O)c(S([O-])(=O)=O)c1C(=O)NCCC[NH2+]CCCCNC(=O)CC(O)(C([O-])=O)CC(=O)NCCCC[NH2+]CCCNC(=O)c2cc(O)c(O)cc2
244,c1cc(O)c(O)cc1C(=O)NCCCC[NH2+]CCCNC(=O)c2cc(O)c(O)cc2
245,OCC/C=C/C=C(C)/C=C/CC[C@@H]1O[C@@H]1[C@H](C)C[C@H](O2)[C@H](O)C[C@@H](O3)[C@@H]2[C@@H](O)C[C@@]34O[C@H](CC(=C4)C)C[C@@H]5O[C@H](CC5)[C@H](O)C=C(C)C
246,c1ccc(O)c(O)c1C(=O)NCCCCNC(=O)[C@@H](NC(=O)c2c(O)cc(O)cc2)CCCCNC(=O)c3cc(O)c(O)cc3
247,[O-]S(=O)(=O)c(cc1)c(O)c(O)c1C(=O)NCCCC[C@@H]([NH3+])[C@@H](O)CC(=O)N[C@H](CC(=O)N)C(=O)N[C@H]([C@@H](O)C([O-])=O)C(=O)N[C@@H]2CCCCNC(=O)CNC(=O)[C@@H]([C@@H](O)C([O-])=O)NC(=O)[C@H](NC2=O)CCCC[NH3+]
248,[O-]S(=O)(=O)c(cc1)c(O)c(O)c1C(=O)NCCCC[C@@H]([NH3+])[C@@H](O)CC(=O)N[C@H](CC(=O)N)C(=O)N[C@H]([C@@H](O)C([O-])=O)C(=O)N[C@@H]2CCCCNC(=O)CNC(=O)[C@@H]([C@@H](O)C([O-])=O)NC(=O)[C@H](NC2=O)CCCNC(N)=[NH2+]
249,c1[nH+]c[nH]c1CCN2O[C@H](C)[C@H](C2=O)NC(=O)c3c(O)cccc3
250,ON1CCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC1=O
251,[O-]C(=O)[C@@H]1CS[C@@H](N1C)[C@@H]2N=C(SC2)c3c(O)cccc3
252,[O-]C(=O)[C@@H]1CS[C@@H](N1C)[C@@H]2N=C(SC2)c3c(O)cccc3
253,[O-]C(=O)[C@@H]1CS[C@H](N1C)[C@@H]2N=C(SC2)c3c(O)cccc3
254,[S-]C(=O)c1nc(C([S-])=O)ccc1
255,[O-]n1c(=O)c(c([O-])cc1)[C@H]2[C@H](C)C[C@H](C)C[C@@H]2C=C
256,COc1cc(C([O-])=O)nc(c12)c(O)ccc2
257,[O-]C(=O)C[C@@](O)(C([O-])=O)CC(=O)NCCCCNC(=O)C[C@@](C([O-])=O)(O)CC([O-])=O
258,[O-]C(=O)[C@H](C)NCC[NH2+][C@H](C([O-])=O)CCCCNC(=O)C[C@@H](O)C([O-])=O
259,O=C(C)N(O)CCCNC(=O)C[C@](O)(C([O-])=O)CC(=O)NCCCN(O)C(=O)\C=C\CCCCCCC
260,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)N[C@H]1CCCN(O)C(=O)C
261,OC[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCCC)NC(=O)[C@@H](CCCN(O)C(=O)C)NC(=O)[C@H](NC(=O)CNC1=O)CCCNC(=O)C
262,O[C@@H]1[C@@H](CO)O[C@H]([C@H](O)[C@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@H](C([O-])=O)COC(=O)[C@H](CO)NC(=O)c3c(O)c(O)ccc3
263,Oc1c(O)cccc1C(=O)N[C@@H](CO)C(=O)OC[C@H](NC(=O)c2cc(cc(O)c2O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)OC[C@@H](C(=O)[O-])NC(=O)c4cc(cc(O)c4O)[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O
264,O[C@@H]1[C@@H](CO)O[C@@H]([C@H](O)[C@@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@@H]3COC(=O)[C@@H](NC(=O)c(c(O)c(O)c4)cc4[C@@H]([C@H](O)[C@@H]5O)O[C@@H]([C@H]5O)CO)COC(=O)[C@H](COC3=O)NC(=O)c6c(O)c(O)ccc6
265,OC[C@H]([NH2+]C)[C@H](O)[C@H](O)[C@@H](O)[C@@H](C=O)O[C@@H](C(=N\O)/[C@H](O)[C@H]1O)O[C@H]1COC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCO
266,O=C(C)N(O)CCCNC(=O)CC(O)(C([O-])=O)CC(=O)NCCCN(O)C(=O)C
267,O=C(C)N(O)CCCN(C1=O)C(=O)C[C@@]1(O)CC(=O)NCCCN(O)C(=O)C
268,O=C(C)N(O)CCCN(C1=O)C(=O)C[C@]1(O)CC(=O)NCCCN(O)C(=O)C
269,c1ccc(O)c(O)c1C(OC2)=N[C@@H]2C(=O)NCCCNC(=O)c3c(O)c(O)ccc3
270,c1ccc(O)c(O)c1C(O[C@@H]2C)=N[C@@H]2C(=O)NCCCNC(=O)c3c(O)c(O)ccc3
271,c1ccc(O)c(O)c1C(=O)N[C@@H]([C@@H](O)C)C(=O)NCCCNC(=O)c2c(O)c(O)ccc2
272,c1ccc(O)c(O)c1C(=O)O[C@H](C)[C@H](N)C(=O)NCCCNC(=O)c2c(O)c(O)ccc2
273,O[C@]1(C)C[C@@H](C(=O)N)N=C1c2ncccc2O
274,O[C@]1(C)C[C@H](C(=O)N)N=C1c2ncccc2O
275,O[C@@]1(C)C[C@@H](C(=O)N)N=C1c2ncccc2O
276,CC[C@@]1(O)C[C@@H](C(=O)N)N=C1c2ncccc2O
277,[O-]C(=O)C[C@](O)(C([O-])=O)CC(=O)N[C@@H](C([O-])=O)CCCNC(=O)C[C@@](O)(C([O-])=O)CC([O-])=O
278,[O-]C(=O)[C@@H]([NH3+])CNC(=O)C[C@](O)(C([O-])=O)CC(=O)NCCNC(=O)CCC(=O)C([O-])=O
279,c1ccc(O)c(O)c1C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H]2[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)c3c(O)c(O)ccc3)[C@@H](C)OC(=O)[C@H]([C@@H](C)OC2=O)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)c4c(O)c(O)ccc4
280,O=C(C)N(O)CCCC(=O)C[C@](O)(C([O-])=O)CC(=O)CCCN(O)C(=O)CCCCCCCCCCC
281,O=C(C)N(O)CCCC(=O)C[C@](O)(C([O-])=O)CC(=O)CCCN(O)C(=O)CCCCCCCCC
282,O=C(C)N(O)CCCC(=O)C[C@](O)(C([O-])=O)CC(=O)CCCN(O)C(=O)CCCCCCC
283,ON1CCC[C@@H](C1=O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCN(O)C(=O)C[C@@H](O)C)NC(=O)[C@H](CC([O-])=O)NC(=O)[C@@H]([C@H](O)C)NC(=O)[C@H]([C@H](O)C([O-])=O)NC(=O)CCCCCCCCCCC
284,CC(=O)N(O)CCC[C@@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C(=O)N1)CCCN(O)C(=O)C
285,[O-]C(=O)[C@]1(C)N(C)[C@H](SC1)[C@H]2N=C(SC2)c3c(O)cccc3
286,[O-]C(=O)[C@]1(C)N(C)[C@@H](SC1)[C@H]2N=C(SC2)c3c(O)cccc3
287,Oc1cccc(c12)c(OC)cc(n2)C([S-])=O
288,OCC/C(C)=C/C(=O)N(O)CCC[C@@H]([NH3+])C([O-])=O
289,c1ccc(O)c(O)c1C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H]([C@H](O)C)C(=O)O[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)c2c(O)c(O)ccc2)C(=O)O[C@H](C)[C@@H](C([O-])=O)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)c3c(O)c(O)ccc3
290,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CO)C(=O)OC[C@H](NC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c2c(O)c(O)ccc2)C(=O)OC[C@@H](C([O-])=O)NC(=O)[C@@H](CCCNC(N)=[NH2+])NC(=O)c3c(O)c(O)ccc3
291,ON1CCC[C@H](C1=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC[NH3+])NC(=O)[C@@H]([NH2+]C)CCCN(O)C(=O)[C@H](CO)NC(=O)[C@@H]([NH2+]C)CCCN(O)C=O
292,NC(=[NH2+])NCCC[C@H](C(=O)N[C@H](C([O-])=O)CO)NC(=O)c1c(O)c(O)ccc1
293,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)c(O)ccc3)CCCNC(=O)[C@@H]4N=C(O[C@H]4C)c5c(O)c(O)ccc5
294,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]([C@H](O)C)NC(=O)c2c(O)c(O)ccc2)CCCNC(=O)[C@H]([C@H](O)C)NC(=O)c3c(O)c(O)ccc3
